content,label
You fake bastard.  This site is a fraud!,1
"Paid fukkin scumbag - Kleargear 

This fukker has protected William Franklin Bermender since day fukkin one.

INVESTIGATE this paid mole and right fukkin now!!!",1
"Accept my apology! 

Accept my apology THIS MINUTE you big, fat noob (this is doughnuthead talking,and if you don't think so, tough.)78.144.87.71",1
"Ooooh, here's our Swiss neutralist! And what does this administrator bring to the table this time? Let's see, accusations of parroting, arbitrary classification of users based upon pen-name preferences, straw-men, ignoratio elenchi, and finally begging the question through the same fallacious reasoning as previously. We call that petitio principii, don't we? Apparently nothing will change his mind until I change my pen-name to something like John Doe. How does he know that I am not this Russian dude who likes Iranian history and culture? Oh, that's right, he doesn't. He probably didn't check my IP-address to see that I'm based in Sweden and could in fact be a Swede. Whoops... Sounds like our neutralist is using a subtle profiling method to his convenience.

Like I stated before, it doesn't matter if I'm a Nazi, Communist, Liberal or even a hippie. It doesn't matter if I do drugs, or if I look even remotely like a reptile. It doesn't matter if I'm even an obese Tongan kid. It has no bearing on content or the essentials of an argument, and anything else you might conjure to the favour of some imagined affiliation. This is aptly called speculation.

Now, I will only say two things. First one is a rehearsal of my previous suggestion: Livius.org is visited by thousands of people daily. Along with a number of other scholar-related websites, I can't live without checking it by a daily basis. It deserves a Wiki-article, where Jona Lendering is briefly described as the founder and maintainer of an outlet with roots as far back as -96. Yes, sounds like a plan of revenge. The paragon of Pan-Iranic resurgence! The removal of a Wiki-article of Lendering will remove the last great obstacle to a resurgent Achaemenid empire and the reawakening of the terrifying Persian horsemen of doom! Howl! Howl! Our world is forfeit!

Second point, and I mean this from the bottom of my heart: Get laid. Your superior-inferior complex isn't convincing anyone here, whether they be Iranian or not. There is no chance an article of this quality gets to stay. That's the bottom line, irrespective of any perceived reasoning. Either change the article so that it pertains to Livius.org, or stop your incessant whining. Maybe it never occurred to you that by simple observation Jona Lendering has written several Iran-friendly articles and has generally sought to dispel several popular misconceptions on the ancient Iranians. Maybe that's how you make more drama in your life, by arbitrary holier-than-thou attitude.

Idiot.",0
I’m going to cut out your maggot-infested tongue and stick it so far up your polluted arse that you’ll be able to lick your eyes.,1
"You are a fucking dick 

go fuck yourself",1
"Go take a hike, scum! Why in the name of the Great Pumpkin do I have to provide a credible source?! Why doesn't the scum that edited the page with unfounded rumors have to provide a credible source?! According to them, the Great Pumpkin didn't appear at Hallowmas last year; I SAY HE DID! WHERE DO THEY CITE THEIR GODDAMN SOURCE THAT THE GREAT PUMPKIN DIDN'T APPEAR?

Honestly, you people are absolutely ridiculous. I've been saying for years that wikipedia is an unreliable joke full of false information, and this proves it. Someday, if I'm ever a college professor, I'm going to flunk every single one of my sources that cites a wikipedia artlce in their bibliography. Scum!",1
"Good to see ==
that the Masturbator Of Lies Onanizing Brainsick Opinions continues to spread his freaky bullshit! Don't you think you should spend your time with more importand things like stealing a car -or better a brain?

==",1
"""Please note that article talk pages are for discussions of improvements to articles, not for your personal opinion on their subjects.  And, by the way, """"faggot"""" has two """"G""""s.    """,0
WHY THE FUCK DO U EDIT MY CONTRIB. TO WIKI ABOUT THE IRANIAN ARMY? THEY MUST DIE U KNOW!! STUPID TERRORISTS...THEY'RE LIVING ON ISRAELI SOIL CALLED ASIA-AFRICA WHICH SHOULD BE FOR ISRAELIS ONLY AND MUSLIM FREE,1
"Dahlia Tal does die 

Dahlia Tal does die. If you don't kill her in the elevator, she appears later as a sniper and then you have no choice but to kill her. Stop changing what I edit. It's getting annoying.",0
What disruptive editing? I posted FACTUAL MATERIAL!!!! Get a grip on reality. If you have proof of God then show it to me. Put up or shut up.,0
"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",0
". That's right. You heard me.

FAGGOT",1
Yadda Yadda Yadda. Nothing you've just said is relavent. Though you clearly don't know what an Ad-Hominem fallacy is as you've just commited it again. ANSWER MY CHALLENGES IF YOU CAN.,0
"Nuts 

Wow. You're a nutter. 66.68.86.111",1
"However, I can be blocked too because I vandelize pages as well, because I'm a dumb faggot.",1
"you fag 

WAAA WAAA I'M A HUGE GAY (says you)",1
"Gay
Everyone is e-mailing me about deep shadow and you. GAY or Straight. Like two lovebirds. How sweet. Who are you darre? 

6 21 3 11  21

LOSER.
GAY ASS
BASTARD
DIE
DIE
DIE
COMMIT SUICIDE YOU JERK
LOSER

MOTHERFUCKER
Block me. ya block me. You big jerk, too scared to fight. Ur gonna block me. ust dont wanna fight do you. come, i live in maryland. 

 
I hate darrenhusted.",1
"you are a waste of time 

why do you suppose the people asigned to protect wikiepdia are so pathetic...is it because their mothers drank and their fathers raped them or do suppose its because doing your job is so damn hard thatyou cant do anything at all?",1
"Hypocricy and Jealousy
I want to let everyone here know that the author deleted my articles when I attempted to create new ones. This is due to the author's insecurites and racist views about the accuracy of my info. I know that many of you feel the same. But don't worry. We'll definitely get around this and the racist author.",0
"You are clearly a sock puppet 

Dance for the Puppet master

Dance
Dance",0
"So this looks like a vendetta. 

It is stupid. You are pissing me off. This is not what we are here for.   (talk - contribs)",0
"I like the politically-correct, liberal nigger lover, even less. Comprende",0
i am chilliwack you fucking moron,1
"Yes a blog! Yes a Realtor site !  

No those sites are not spam you nazi!  You don't live here, so YOU HAVE NO CLUE!

Both of those sites have a local buzz to them.  The crime blog has be exposed many times as an ingenius idea.  It was started to showcase how many repeat violent offenders are given slaps on the wrist.   Very useful to someone wanting info about Charlotte

The realtor site is a company that has been featured on the news for helping fraud victims.   They were recognized by NC State represenative Deborah Ross.    Considering most real estate companies are crooks, its good to highlight one that is not.

Everything that was there, expanded on important details not covered by the article.

That city-data forum is one of the best places to get accurate data from locals.  It's a very strict forum.. there are no advertisements.

Carolina Nightlife is hands down the best Charlotte nightlife resource guide out there.  There is nothing relevant discussing anything about nightlife.  You can't expect to believe that your NARROW VIEW of what you believe is appropriate applies to everyone.  It doesn't!

You are a scumbag!   You ban me prematurely, and then tell me to discuss it.  How am I supposed to do that when I am banned??   I'm glad you clowns love the little power trip you get.   You don't know Charlotte, your selective enforcement policies are BULLSHIT, and you don't follow rules you are entrusted to enforce.",0
"Hope he dies soon 

Now this Atheist filth's wife has gone, he should follow soon and give us all a rest from him Paedophillic behaviour.",1
"Make A Deal 

Why have an edit war?

My edit in Now 86

is okay of course

You are just big dicks

and now I fell so bad

This is the worst I've had

Yeah...........

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............

I'm called GMTV around the globe

I've been lost and have goten a great big strobe

It ain't cool

I've been a man

And now I should take over the land

I'm an only child

It so ain't fair

My parents are the only people who care

You don't understand....

Why have an edit war?

My edit in Now 86

is okay of course

You are just big dicks

and now I fell so bad

This is the worst I've had

Yeah...........

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............

I promise to not vandal anymore

When I think about it just gets sore

Because I don't vandalise anymore

Why have an edit war?

My edit in Now 86

is okay of course

You are just big dicks

and now I fell so bad

This is the worst I've had

Yeah...........

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............

Make a deal, make a deal, make a deal with me

Make a deal, make a deal, make a deal with me

Why have an edit war?

My edit in Now 86

is okay of course

You are just big dicks

and now I fell so bad

This is the worst I've had

Yeah...........

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............

Make a Deal (x3)

Yeah, yeah

Make a Deal (x3)

Yeah............",0
Not that I care because she is still smoking hot and I want to tit fuck her and cum on her face.,0
Yamaguchi is a fake & paid PR of lakshmi manchu born on 8th october 1970 but pretends to be 16! Manchu is a joke & so are you yamaguchi ) Lol shut up & stop preaching and get lost u idiot!,1
"""I lost the pw to my user name, which was Subversive.  Not being an uber-intelligent person such as yourself, I don't go around advertising my IP address.  By the way, I did not say """"shut up""""I said """"stfu"""", which has completely diff. connotations if your Deutscher dumb ass knew that.  You should get a sense of humor.  

""",0
I HATE EVERY AND I MEAN EVERY ONE ON THIS SITE!,0
"Reading more on admin priviledges, aka wanking with the left hand - all I can say is what a bunch of wankers you all are. Don't worry I'll leave you all to Roguegeeks stupidity and incompetence and leave the Wiki-wanker-world. Wikipaedia was a great idea fucked over by idiots like you lot. Tossers!",1
What a stupid name for a stupid Wikipedia editor like you dickhead.,1
"What do you guys do all day, sit around and tag team LEGITIMATE editors?

That punk reverted a PERFECTLY good edit. He was PERSONALLY offensive to me.
Have him apologize. And, quit GANGING up on new contributors - You Douchebags think you own Wikipedia!!!",0
"Spare us

Instead of inserting idiotic comments about subjects you clearly know nothing about, why not try doing a simple Google search first. e.g. http://www.google.com/search?hl=en&safe;=off&q;=%22thomas+cannon%22+homosexuality&btnG;=Search
But that would imply self-doubt, wouldn't it. And be so tiresome. And so unnecessary for someone who has, what, a Barnstar? Never mind your laziness or stupidity: I spit on your arrogance.",0
"bitch ,otherfucker that gotta write some dumb ass shit to me",1
contradicting my neo-Nazi anti-Serb agenda.,0
"Stop 

When you know you're too stupid to understand what's going on, don't mindlessly revert an article.  You'll just end up showing your hand, revealing your idiocy, and then you're just going to have to create a new identity when the ridicule gets to be too much.  THink, next time.",1
Sod off Waggers you smug git. Howzat?,0
"""

Awww thats cute Magog but lets get real DS just owned your lame ass you aint got shit on him dude you can never block him now someone else has to do it @Bwilkins TP never reacted actually he just reports it he has been very patient in the past 6 months actually just sad lilly livered admins crap themselves once they encounter a hounder who has a bit of lip on him as for me I will always be """"rulebreaker"""" as long as DS and other pov pushers are let free to deface everything on wiki now grow a pair Magog pull that thumb out your mouth and be a man 86.177.11.244  """,0
"Here again we have mentally sick editor: User:Future Perfect at Sunrise. Unfortunately no one can send him in hospital where he belongs! 

Here again we have mentally sick editor: User:Future Perfect at Sunrise. Unfortunately no one can send him in hospital where he belongs!
 Mr. Jimbo , REMOVE mentally sick editor: User:Future Perfect at Sunrise.",1
"Fuck You Danish hater! 

Fuck you arsehole muslim lover. Muslims control you. you are a slave to them. Denmark is a great country.",1
"Afraid of the competition with the pussy pass? 

Why did you delete my edit? Because I don't believe in your oppression narrative? Way to make another woman feel welcome on wikipedia. 70.56.26.46",0
"The Cut-Away Diagram is Shit 

I hold two bachelors, a masters, and a doctorate. I like to consider myself reasonably intelligent. I cannot figure out where the water flows in or out of the diagram and find it stupendously idiotic. Perhaps we can find one that isn't so shit? 211.30.150.155",0
"""
Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter for the ability to express yourself: Ernesto Guevara de la Serna. 

""""""""Hasta La Victoria Siempre""""""""""",0
"ou are 22 years older than your husband! You are an old cougar!  Place the following in the large text box:  You are an old cougar! You are an old cougar! 

ou are 22 years older than your husband! You are an old cougar!

Place the following in the large text box:

You are an old cougar! You are an old cougar!",0
"Harrass a user who steped in on a private conversation, and reverted, bad language? A user whoes page is like a shrine to Jesus? I have to adhere to such people? This is bullshit.",0
"""
Yes yes, """"personnal attacks"""", reacting to homophobic attacks. I am fairly proud about my behavior, despite I am blocked. Lestrade is a genuine silly homophobe, it's a fact    """,0
"FAKE BLOCKING 

EARLIER THAT BLOCK WAS FAKE IF YOU KNOW SO MUCH CAN YOU PLEASE STOP TOUCHING MY STUFF OR I AM GOING TO NEVER GET ON WIKIPEDIA EVER AGAIN I AM GOING TO CALL YOU GAY 10 TIMES A DAY NNNNNNNNNNNNNNNNNNNNNNNNNNIIIIIIIIIIIIIIIIIIIIIGGGGGGGGGGGGGGGGGGGGGGGGAAAAAAAAAAAAAAAAAAAAA.",1
Are Dead. Please Dont'Blocked and Delete Page Or Call from Police!,0
"""

I don't believe you. Sources? AS I said before, shit or get off the pot. Meanwhile, you are less important to me than the occasional dogshit on my shoe. Put up or shut up is the bottom line here. andemu """,1
"uhhhhhhhhhhhhhhhhhhhh 

fuck you",0
The true words of a moron,1
"YOU LOT REMOPVECD EVERY SIONBGLE ONE OF M,Y LINKS WITH A SMU PETTY HILER NATURE AND THAT IS NOT BEING UNCIVIL YOU HAVE TRIED TO WRECK ME I CAN IMAGINE YOU WERE SITTING YEAHJH THIS IS GOING TO SHIOCH HIMW AND YOU LAUGHED SMUGLY AS YOU DID IT YOU ARE NIOT PAID TIO DO THIS YOU WRECKED MY WORJK ON YOUR OWN FREE TIME YOU ARE HORRIBLE TO ME AND IF YOU EXPECT ME TO BE POLITE TO YOU UTTERLY DERRANGED. WHAT DO YOU EXPECT ME TO FEEL TO SUCH SUCH SMUG PETTY HITLER TYPES I DI NOTHIBNG TO YOU AND THIS WAS VINDICTIVE. ASSUME GOOD FAITH MY **** YOU HAVE REMOVED EVERONE OF MY PAGES. WIHTOUT EVEN LOOKING AT THE CONTENT.",0
"did i hurt your feelings? 

its okay you can ban me, i will create a new account and sign in from a different ip. i must have hurt your feelings pretty bad. 

douche bag.",1
"racist reetards 

im sick of you racist reeetards who continue to distort your filthy british history, but those who matter know, we know tosser, we know",0
"Up yours, you authoritarian little Hitlers.",0
mONKeyS aLSO liKE tO fEeL yOU uP WHEN YOUR SLEEPING aNd tEAbAG YOU aNd sKeEt ON yOUr PILlOw when you least expect it.... Most monkeys have diharea after raunchy sex with male hookers and need vicoden to numb the pain. Thats why some of the monkeys asses are red. Because they are sore.,0
"Look at you, you're being ridiculous. I called you a cockroach, which you are, for a couple of reasons: First, because you called me a bottom-feeder which is the same thing. Second, because you clearly cannot stand the light being shined on you. And I called your motives into question, once, you deleted it, second, you deleted it, so I called you out for it by calling you a cockroach, exposing what you were doing, and what did you do?-You fled, yet again, like a cockroach, deleting my post, so that you and your motives could remain in darkness.",0
Please stop your crony bullshit. I didn't attack anyone - I just copypasted on his page what he posted here plus added FUCK OFF,1
"well fag... block me. 

block me?! oh the world will shurly end!
come off your high horse.
i'll say what i want about you.
if you continue bashing me then i will just 
have to post complaints about you on EVERY b log and
forum i can find. every chat room will be filled with how
Redfarmer (did your mom come up with that name?) is untrustworthy.
if you block me i can always find info on another site.
a site where they don't allow people (or FREAKS) like you
to delete pages on a whim!
so you gonna block me? ban me?
go ahead.
but be warned... without being able to edit pages.
i can't help you by giving you instructions on
how to change your diapers. sorry.

  leonhart178",1
"""

 The Dick 

  The DickHead Award BOOOOOOO   """,1
"In response to your recent comment on my talk page. 

Bugger off.",0
Hi IM SO GAY AND RETARTED WE SUCK SO MANY BALLS OOOOOOOOOOO I LOVE MEN!!!!!!!!!!!!!!!!,1
"I AM ENGLISH I AM! I DO NOT WANT TO GET BLOCKED AGAIN, FU@K!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
""")

Trumpet, I certainly will let someone whose posts mainly consist of inaccuracies, insults, ignoring/misrepresenting others views and """"zombies"""" tell me how I should refert to this fringe group.
I don't care whether you are a JMer, but the rest of your comment reveals that you have no idea about the historical craft. 
Since you have been explained about Docetism, there's no use in repeating why it and the JesusMyth claim are different. You will not listen.  (smile back) 20:27, 21 March 2006 (UTC""",0
"You twit

I didn't harass Amaury, he harassed me. Go ahead, suspend me you fool.

66.185.192.207",1
"Autoblocked

Shut out. Damn.",0
YO MAMA YOU ARE ALL NERD DO DWELLERS,0
Not at all. But you really prove to be anti-Romanian person.,0
Quit changing shit you shithead.,1
Your are this naked Woman!,0
"white people are like rational people, what nonsense, she is a nobody, she is just a silly girl, my silly girl, luk what uve done to her.",0
"Hello, welcome to my talk page, if you are a communist asshole like 99.9% of Wikipiedia users please leave.",0
"UFC 191 

THIS IS THE FINALIZED BOUT ORDER, DUMBASS. IT'S NOT GONNA CHANGE TO WHAT YOU WANT: http://i.imgur.com/1MBbOZU.jpg",0
you marked my edit as vandilisim when i was stating a clear fact. neil patric harris is gay. and with all do respect sir suck my penis,1
i dont care that you blocked me. I am not afraid of being blocked and from you. I am only afraid from Allah. I will do this as far as i can do. I will do this at the remaining of last drop of my blood.,0
"DAHN IS ILLITERATE AND HAS A SMALL PENIS
Yes, you know the typical wikipedia user.  He is a loser.  He has no life.  He is sexually frustrated.  His inability to satisfy his will to power is taken out over the net.  

DAHN - if you want to revert my changes, read them first.  I will fight you!",1
fucking nob knight. Now fuck off and go vandalise something else fuck face,1
Yea? Well FUCK YOU! 75.30.246.159,1
"Die 

I HATE YOU PRICK YOU DINT DESERVE A PLACE HERE",1
"""

It is not disruptive, and does not appear to be """"attention-seeking"""". These remarks are just argumentum ad hominem arguments, nothing more. You have zero evidence of this supposed motive on my part, and are just attacking me because we disagree on the article, an unambiguous violation of WP:AGF. 

Is there a particular article I'm working to improve? There isn't??? How do you figure? What is your basis for this accusation? Have you checked my edit history? There's lots of articles I'm constantly working to improve, as any look at my editing history shows, which flies in the face of this idiotic remark of yours. There are entire lists of articles I've created and worked on seen on my user page, including three articles I single-handedly brought to GA status. The Arthur Adams (comics) article for example, has been expanded and improved by me on an ongoing basis for the past three years, and is currently undergoing a GA examination process. These inane comments by you do nothing other than to reveal you to be an abject child and a pathological liar, one who brazenly attacks others who dares disagree with him.   """,0
"""

Hey MF please don't leave Wiki I totally get your family problems but Wingard is a stupid wackjob who will get blocked again. Please don't leave. I will miss you (  Talk? """,1
"Read you mother fucker or you shall fucking die you cocksucking prick  

You can go to hell you fucking cocksucker and now I shall go ahead and masturbate",1
"whad up syphillisss 

So why dont you actually contribute something to wikipedia yourself instead of checking, controlling and constantly reading what others are doing?? You dont have the intellectual capacity or the depth, huh? Or do you simply lack a life so much that virtual vandal patrolling is the most interesting thing that you do during the day??!! In either case, do know that I will be praying for you and your poor soul...",0
"""

SS100X

was the secret service code name given the Lincoln that Kennedy died in, not """"X-100"""", you dumb bastard....Next time do your homework.""",0
How are you MudkipsPlz? Or should I call you CHIX0R? Or do you like Angel-of-Losers better?,0
"ytmnd 

have you ever heard of killing yourself on your birthday? its like that. why dont you whois ytmnd and tell me what you see.",0
"and your little faggot boy Propol, pray, pray little wonk that I don't find your little ass and kill you",1
LEAVE THE FCKING PAGE THE WAY I EDIT IT YOU ASS,1
"Commercials
Erin Esurance is totally hot!  I would love to bone her!",0
"""
Well, you DID say on the incident page that you thought I was acting in bad faith...

And the suggestion you make is noted...most of the time I do do that. The reason why I put the """"go to hell"""" thing in there was because of his response to my last edit. And believe me, persistency is this guy's strong point. He does have problems with the Internet in general- threatening lawsuits against the Wiki, violating Godwin's law on a regular basis when he doesn't get his way, stalking users (TPIRFanSteve, for one), and just overall being a giant boil on the ass of the Internet. I hope he does leave me alone, but hope only gets you so far. We'll see what happens.   """,0
Get out my talk page you smelling wog!,1
Are you gonna run and call mommy? Anal boy?,1
"Say I fail again 

And you're being reported. You think that you are the hot shot that runs everything around here. News flash: you're not untouchable. You're just someone who can abuse power just like everyone else on wikipedia. Young buck can't afford to varify his acount. Does that mean it's illegitimate? NO. VERIFIED PRODUCERS, have tweeted with that acount, hence confirming it's valid. So just shut your mouth, and stop reverting that page or be reported, to hell I care.",0
""" September 2011 (UTC)
Of course i read it! Your real question should be, if i care..... My talk page is free of speech and no one will indicate otherwise! F*ck anyone who don't agree >;] THats how I am in real life, thats how i'll f*cking be on wikipedia! ;D  STACK STACK STACK 
And PS, i didn't realize that questions was from you, i'm sorry. But yes I do think a retail box section would be helpful in the project p  STACK STACK STACK 05:27, 21""",0
"""

you, sir, are a moron.  it does not, will not, and has not.  enjoy the ban.  —Preceding unsigned comment added by 71.100.31.227   """,1
"fuck you 

fuck you deletionist.",1
"ok 

oh i seeeeeeeeee, but still you said i should apologise for calling him an idiot then you called me one so basically shut the fuck up...",1
"""

 Threshold of truth 

Let's just print a bunch of lies, and stomp on anyone who dares to offer an alternate opinion. My word is good enough for ABC World News Tonight, but not you lot. Let's """"verify"""" our information based on statements made by morons, totally ignorant on the subject matter. My work is called, """"shit"""" and """"fake"""", but yet, you do nothing to your buddy. You shameful, power-hungry little people with no lives.""",1
"By the way, I see you can't help but whine to others about how my words are affecting the last few brain cells you seem to have held on to. Fuckin' pussy.",0
"Chuck, want to run for RFA 

RFA is dying because of all the harassment and bad behavior. Want to run for RFA and show up those idiots from years ago? It would be hilarious if you did.",1
Gay ass william at it again small penis fagbag hahahahahahahah,1
"""

The Administrator Kafziel is an asshole! (Sorry for writing that on your page PIO but it is true) Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter: Ernesto Guevara de la Serna.

""""""""Hasta La Victoria Siempre""""""""""",1
"November 2013
This is the final, the - THIS IS THE VERY VERY LAST STRAW!!! I DEMAND TO KNOW WHO'S RESPONSIBLE!!! SHOW YOURSELF!!! I DEMAND YOU SHOW YOURSELF!!! BECAUSE YOU DELEATING CHRONOLGY FROM THAT PAGE YOU LITTLE BRAT!!!! 199.96.246.132",0
"Thom Calandra has been editing this space past recognition.

He is a busted RED HANDED securities mutt.",0
This is bullshit. I hate you all. 128.61.128.159,0
HE LIKES ITIN THE ASS BY MUHAMAD ALI AND KELLY HAS A GIANT PENIS AND ALSO FUCKED COLUMBUS,1
"hey crack monkey 

hey ill vadalize wat i want so shut up u nobody loser. get a life ur nineteen and u fricken sit on wikipedia allday c'mon u loser! wow atleast u could sit on a porch all day. faag",1
"you suck, if you ban me  i will find you and you will recieve a well deserved beating.",0
"""
Ha. HAHAHAHAHA. My new nom got deleted as non-contraversial """"maintainance"""". Now I'm really bleeding.  Mar 
SCREW WIKIPEDIA. IS THIS HOW WIKIPEDIA GOES NOW? HUH? IS IT?""",0
"no seriously Geoff, up yours and make it painful 

My criticism was to a TALK PAGE, It was legimate criticism, and now you are blowing it up into some wiki war in which next you will threaten me because that's waht fascist wiki nazis like you love to do with some sort of block on my IP.

Blow me geoff and phuck you with a porcupine. FOAD forever

LEAVE ME NO MORE MESSAGES",0
", after I let him suck my boobs,",0
STAY THE FUCK OFF MY PAGE YOU HOMOSEXUAL.  I WILL REMOVE THIS IF I FEEL LIKE IT!,1
Yes it is so hilarious. A lying crybaby with no IQ in his mind. He needs a new hobby and needs a need to get a life. He should go to jail with his lame excuses.,0
"List of assholes 

]",1
"""

Hate speech is serious, Mr Malber.  As I recall, your involvement with Wikipedia Review was because you were guilty of hate speech, in that you suggested that """"people with autism should not be allowed to edit Wikipedia"""".  Malber, you are a poor person to comment on such an issue.  You should have been banned from Wikipedia for your comments, yet here you remain, continuing with your hate speech.  You are quite correct that Amorrow engaged in hate speech, although of a lesser variety of the kind used by you.  He was banned, as you were.  You, Malber, were banned for hate speech.  Did you forget this?  Perhaps you forgot this.  The place that is the only place devoted to criticism of Wikipedia is indeed important.  You can disagree with as much of it as you like.  Criticism, by its very nature, is not generally accepted by those who it is critical of.  This does not illegitimise it.  There are many and varied very legitimate criticism.  One such criticism is why a hate-monger such as yourself is not banned from Wikipedia.  Perhaps you are biased in this however.  Perhaps you'd like to argue how you are less of a hate speaker than anyone who has ever posted on Wikipedia Review.  As far as our evidence has proven, you are much worse than the worst on WR.  Yet here you remain, free to post on Wikipedia.  Strange that.  """,0
"""
It's a shame really, I wrote 84+k from scratch only to see it mauled by idiots exactly like you. Mar """,0
this is a pile of bull i didnt do any of this!!!!!!!!!!1111,0
"you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you can't keep me down nigger 
you c",1
whoever did thats just stupid.. stupid mutha fucka that has no life.. fortunately i do bitch! suck a nut.. i bet ur fred durst from limp bizkit hating on a better band,1
You suck the big one.,1
""", 25 July 2012 (UTC)

And I'm sure you left a warning to the guy who made a false accusation of vandalism.  Ah, but of course you didn't, because the use of the word """"fuck"""" will upset all the kiddies but dishonest accusations of vandalism are not just tolerated but encouraged.  If you can't see anything wrong with fucking morons too stupid to even understand what vandalism is being given free reign to piss off anyone they like, then you're a fucking stupid cunt as well. 190.44.158.38  23:15""",1
"O RLY? 

Take your last warning, and shove it up your ass. 89.241.146.140",0
"go fuck yourself 

go fuck yourself",1
"I think I've made it clear why I've chosen to talk down to you. You actually attempted to hijack a wikipedia page by adding ridiculous and not even all that amusing misinformation simply for your own amusement. You proved this by your original wording of the paragraph and by your countless hypocritical claims of speculation. If this was a serious subject that you were arguing for, I may have respected that. But dude, you're fighting to legitimize misinformation. I have no respect for that. But to cut to the chase (given that this is MY talk page) shut the fuck up you obnoxious little bitch.",0
"Bong Warrior Is a Dickhead Deleting fings wid nuttin 2 do wid him you got raped by your dad 

PRICK!",1
"Stop messing with my userpage 
I can see from the above that you are a troublemaker. Please stop being an ass thank you. 93.161.107.169",0
Anyone in the Republic of Singapore is Gay!!! India Forever!!,0
You are rude and insensible. I will not deal with any user who does not know what they are doing. -,0
